"Time","yolo-server-6b58946cb4-5922k / default / PKG","yolo-server-99847bd7d-pfn7h / default / PKG","yolo-server-6b58946cb4-5922k / default / DRAM","yolo-server-99847bd7d-pfn7h / default / DRAM","yolo-server-6b58946cb4-5922k / default / OTHER","yolo-server-99847bd7d-pfn7h / default / OTHER","yolo-server-6b58946cb4-5922k / default / GPU","yolo-server-99847bd7d-pfn7h / default / GPU"
2024-08-07 21:54:00,,25.5,,0,,0,,0
2024-08-07 21:54:10,,25.7,,0,,0,,0
2024-08-07 21:54:20,,25.7,,0,,0,,0
2024-08-07 21:54:30,,25.7,,0,,0,,0
2024-08-07 21:54:40,,25.2,,0,,0,,0
2024-08-07 21:54:50,,25.2,,0,,0,,0
2024-08-07 21:55:00,,25.2,,0,,0,,0
2024-08-07 21:55:10,,25.3,,0,,0,,0
2024-08-07 21:55:20,,25.3,,0,,0,,0
2024-08-07 21:55:30,,25.3,,0,,0,,0
2024-08-07 21:55:40,,24.6,,0,,0,,0
2024-08-07 21:55:50,,24.6,,0,,0,,0
2024-08-07 21:56:00,,24.6,,0,,0,,0
2024-08-07 21:56:10,,25.9,,0,,0,,0
2024-08-07 21:56:20,,25.9,,0,,0,,0
2024-08-07 21:56:30,,25.9,,0,,0,,0
2024-08-07 21:56:40,,24.8,,0,,0,,0
2024-08-07 21:56:50,,24.8,,0,,0,,0
2024-08-07 21:57:00,,24.8,,0,,0,,0
2024-08-07 21:57:10,,26.7,,0,,0,,0
2024-08-07 21:57:20,,26.7,,0,,0,,0
2024-08-07 21:57:30,,26.7,,0,,0,,0
2024-08-07 21:57:40,,19.2,,0,,0,,0
2024-08-07 21:57:50,,19.2,,0,,0,,0
2024-08-07 21:58:00,,19.2,,0,,0,,0
2024-08-07 21:58:10,,0.240,,0,,0,,0
2024-08-07 21:58:20,,0.240,,0,,0,,0
2024-08-07 21:58:30,,0.240,,0,,0,,0
2024-08-07 21:58:40,,0.231,,0,,0,,0
2024-08-07 21:58:50,,0.231,,0,,0,,0
2024-08-07 21:59:00,,0.231,,0,,0,,0
2024-08-07 21:59:10,,0.182,,0,,0,,0
2024-08-07 21:59:20,,0.182,,0,,0,,0
2024-08-07 21:59:30,,0.182,,0,,0,,0
2024-08-07 21:59:40,,0.284,,0,,0,,0
2024-08-07 21:59:50,,0.284,,0,,0,,0
2024-08-07 22:00:00,,0.284,,0,,0,,0
2024-08-07 22:00:10,,0.0273,,0,,0,,0
2024-08-07 22:00:20,,0.0273,,0,,0,,0
2024-08-07 22:00:30,,0.0273,,0,,0,,0
2024-08-07 22:00:40,,6.61,,0,,0,,0
2024-08-07 22:00:50,,6.61,,0,,0,,0
2024-08-07 22:01:00,,6.61,,0,,0,,0
2024-08-07 22:01:10,,21.9,,0,,0,,0
2024-08-07 22:01:20,,21.9,,0,,0,,0
2024-08-07 22:01:30,,21.9,,0,,0,,0
2024-08-07 22:01:40,,22.3,,0,,0,,0
2024-08-07 22:01:50,,22.3,,0,,0,,0
2024-08-07 22:02:00,,22.3,,0,,0,,0
2024-08-07 22:02:10,,24.2,,0,,0,,0
2024-08-07 22:02:20,,24.2,,0,,0,,0
2024-08-07 22:02:30,,24.2,,0,,0,,0
2024-08-07 22:02:40,,21.9,,0,,0,,0
2024-08-07 22:02:50,,21.9,,0,,0,,0
2024-08-07 22:03:00,,21.9,,0,,0,,0
2024-08-07 22:03:10,,22.4,,0,,0,,0
2024-08-07 22:03:20,,22.4,,0,,0,,0
2024-08-07 22:03:30,,22.4,,0,,0,,0
2024-08-07 22:03:40,,22.8,,0,,0,,0
2024-08-07 22:03:50,,22.8,,0,,0,,0
2024-08-07 22:04:00,,22.8,,0,,0,,0
2024-08-07 22:04:10,,22.5,,0,,0,,0
2024-08-07 22:04:20,,22.5,,0,,0,,0
2024-08-07 22:04:30,,22.5,,0,,0,,0
2024-08-07 22:04:40,,22.4,,0,,0,,0
2024-08-07 22:04:50,,22.4,,0,,0,,0
2024-08-07 22:05:00,,22.4,,0,,0,,0
2024-08-07 22:05:10,,22.8,,0,,0,,0
2024-08-07 22:05:20,,22.8,,0,,0,,0
2024-08-07 22:05:30,,22.8,,0,,0,,0
2024-08-07 22:05:40,,22.7,,0,,0,,0
2024-08-07 22:05:50,,22.7,,0,,0,,0
2024-08-07 22:06:00,,22.7,,0,,0,,0
2024-08-07 22:06:10,,23.5,,0,,0,,0
2024-08-07 22:06:20,,23.5,,0,,0,,0
2024-08-07 22:06:30,,23.5,,0,,0,,0
2024-08-07 22:06:40,,22.8,,0,,0,,0
2024-08-07 22:06:50,,22.8,,0,,0,,0
2024-08-07 22:07:00,,22.8,,0,,0,,0
2024-08-07 22:07:10,,23.0,,0,,0,,0
2024-08-07 22:07:20,,23.0,,0,,0,,0
2024-08-07 22:07:30,,23.0,,0,,0,,0
2024-08-07 22:07:40,,23.7,,0,,0,,0
2024-08-07 22:07:50,,23.7,,0,,0,,0
2024-08-07 22:08:00,,23.7,,0,,0,,0
2024-08-07 22:08:10,,23.9,,0,,0,,0
2024-08-07 22:08:20,,23.9,,0,,0,,0
2024-08-07 22:08:30,,23.9,,0,,0,,0
2024-08-07 22:08:40,,22.9,,0,,0,,0
2024-08-07 22:08:50,,22.9,,0,,0,,0
2024-08-07 22:09:00,,22.9,,0,,0,,0
2024-08-07 22:09:10,,22.9,,0,,0,,0
2024-08-07 22:09:20,,22.9,,0,,0,,0
2024-08-07 22:09:30,,22.9,,0,,0,,0
2024-08-07 22:09:40,,22.8,,0,,0,,0
2024-08-07 22:09:50,,22.8,,0,,0,,0
2024-08-07 22:10:00,,22.8,,0,,0,,0
2024-08-07 22:10:10,,23.2,,0,,0,,0
2024-08-07 22:10:20,,23.2,,0,,0,,0
2024-08-07 22:10:30,,23.2,,0,,0,,0
2024-08-07 22:10:40,,17.4,,0,,0,,0
2024-08-07 22:10:50,,17.4,,0,,0,,0
2024-08-07 22:11:00,,17.4,,0,,0,,0
2024-08-07 22:11:10,,0.173,,0,,0,,0
2024-08-07 22:11:20,,0.173,,0,,0,,0
2024-08-07 22:11:30,,0.173,,0,,0,,0
2024-08-07 22:11:40,,0.183,,0,,0,,0
2024-08-07 22:11:50,,0.183,,0,,0,,0
2024-08-07 22:12:00,,0.183,,0,,0,,0
2024-08-07 22:12:10,,0.173,,0,,0,,0
2024-08-07 22:12:20,,0.173,,0,,0,,0
2024-08-07 22:12:30,,0.173,,0,,0,,0
2024-08-07 22:12:40,,0.182,,0,,0,,0
2024-08-07 22:12:50,,0.182,,0,,0,,0
2024-08-07 22:13:00,,0.182,,0,,0,,0
2024-08-07 22:13:10,,0.188,,0,,0,,0
2024-08-07 22:13:20,,0.188,,0,,0,,0
2024-08-07 22:13:30,,0.188,,0,,0,,0
2024-08-07 22:13:40,,7.19,,0,,0,,0
2024-08-07 22:13:50,,7.19,,0,,0,,0
2024-08-07 22:14:00,,7.19,,0,,0,,0
2024-08-07 22:14:10,,25.0,,0,,0,,0
2024-08-07 22:14:20,,25.0,,0,,0,,0
2024-08-07 22:14:30,,25.0,,0,,0,,0
2024-08-07 22:14:40,,24.1,,0,,0,,0
2024-08-07 22:14:50,,24.1,,0,,0,,0
2024-08-07 22:15:00,,24.1,,0,,0,,0
2024-08-07 22:15:10,,25.3,,0,,0,,0
2024-08-07 22:15:20,,25.3,,0,,0,,0
2024-08-07 22:15:30,,25.3,,0,,0,,0
2024-08-07 22:15:40,,26.0,,0,,0,,0
2024-08-07 22:15:50,,26.0,,0,,0,,0
2024-08-07 22:16:00,,26.0,,0,,0,,0
2024-08-07 22:16:10,,26.9,,0,,0,,0
2024-08-07 22:16:20,,26.9,,0,,0,,0
2024-08-07 22:16:30,,26.9,,0,,0,,0
2024-08-07 22:16:40,,26.4,,0,,0,,0
2024-08-07 22:16:50,,26.4,,0,,0,,0
2024-08-07 22:17:00,,26.4,,0,,0,,0
2024-08-07 22:17:10,,28.1,,0,,0,,0
2024-08-07 22:17:20,,28.1,,0,,0,,0
2024-08-07 22:17:30,,28.1,,0,,0,,0
2024-08-07 22:17:40,,25.8,,0,,0,,0
2024-08-07 22:17:50,,25.8,,0,,0,,0
2024-08-07 22:18:00,,25.8,,0,,0,,0
2024-08-07 22:18:10,,26.7,,0,,0,,0
2024-08-07 22:18:20,,26.7,,0,,0,,0
2024-08-07 22:18:30,,26.7,,0,,0,,0
2024-08-07 22:18:40,,26.5,,0,,0,,0
2024-08-07 22:18:50,,26.5,,0,,0,,0
2024-08-07 22:19:00,,26.5,,0,,0,,0
2024-08-07 22:19:10,,26.6,,0,,0,,0
2024-08-07 22:19:20,,26.6,,0,,0,,0
2024-08-07 22:19:30,,26.6,,0,,0,,0
2024-08-07 22:19:40,,26.9,,0,,0,,0
2024-08-07 22:19:50,,26.9,,0,,0,,0
2024-08-07 22:20:00,,26.9,,0,,0,,0
2024-08-07 22:20:10,,27.5,,0,,0,,0
2024-08-07 22:20:20,,27.5,,0,,0,,0
2024-08-07 22:20:30,,27.5,,0,,0,,0
2024-08-07 22:20:40,,26.8,,0,,0,,0
2024-08-07 22:20:50,,26.8,,0,,0,,0
2024-08-07 22:21:00,,26.8,,0,,0,,0
2024-08-07 22:21:10,,28.5,,0,,0,,0
2024-08-07 22:21:20,,28.5,,0,,0,,0
2024-08-07 22:21:30,,28.5,,0,,0,,0
2024-08-07 22:21:40,,27.8,,0,,0,,0
2024-08-07 22:21:50,,27.8,,0,,0,,0
2024-08-07 22:22:00,,27.8,,0,,0,,0
2024-08-07 22:22:10,,25.3,,0,,0,,0
2024-08-07 22:22:20,,25.3,,0,,0,,0
2024-08-07 22:22:30,,25.3,,0,,0,,0
2024-08-07 22:22:40,,26.9,,0,,0,,0
2024-08-07 22:22:50,,26.9,,0,,0,,0
2024-08-07 22:23:00,,26.9,,0,,0,,0
2024-08-07 22:23:10,,28.1,,0,,0,,0
2024-08-07 22:23:20,,28.1,,0,,0,,0
2024-08-07 22:23:30,,28.1,,0,,0,,0
2024-08-07 22:23:40,,21.7,,0,,0,,0
2024-08-07 22:23:50,,21.7,,0,,0,,0
2024-08-07 22:24:00,,21.7,,0,,0,,0
2024-08-07 22:24:10,,0,,0,,0,,0
2024-08-07 22:24:20,,0,,0,,0,,0
2024-08-07 22:24:30,,0,,0,,0,,0
2024-08-07 22:24:40,,0.200,,0,,0,,0
2024-08-07 22:24:50,,0.200,,0,,0,,0
2024-08-07 22:25:00,,0.200,,0,,0,,0
2024-08-07 22:25:10,,0.237,,0,,0,,0
2024-08-07 22:25:20,,0.237,,0,,0,,0
2024-08-07 22:25:30,,0.237,,0,,0,,0
2024-08-07 22:25:40,,0.164,,0,,0,,0
2024-08-07 22:25:50,,0.164,,0,,0,,0
2024-08-07 22:26:00,,0.164,,0,,0,,0
2024-08-07 22:26:10,,0.0809,,0,,0,,0
2024-08-07 22:26:20,,0.0809,,0,,0,,0
2024-08-07 22:26:30,,0.0809,,0,,0,,0
2024-08-07 22:26:40,,6.19,,0,,0,,0
2024-08-07 22:26:50,,6.19,,0,,0,,0
2024-08-07 22:27:00,,6.19,,0,,0,,0
2024-08-07 22:27:10,,28.9,,0,,0,,0
2024-08-07 22:27:20,,28.9,,0,,0,,0
2024-08-07 22:27:30,,28.9,,0,,0,,0
2024-08-07 22:27:40,,29.1,,0,,0,,0
2024-08-07 22:27:50,,29.1,,0,,0,,0
2024-08-07 22:28:00,,29.1,,0,,0,,0
2024-08-07 22:28:10,,28.8,,0,,0,,0
2024-08-07 22:28:20,,28.8,,0,,0,,0
2024-08-07 22:28:30,,28.8,,0,,0,,0
2024-08-07 22:28:40,,27.3,,0,,0,,0
2024-08-07 22:28:50,,27.3,,0,,0,,0
2024-08-07 22:29:00,,27.3,,0,,0,,0
2024-08-07 22:29:10,,27.8,,0,,0,,0
2024-08-07 22:29:20,,27.8,,0,,0,,0
2024-08-07 22:29:30,,27.8,,0,,0,,0
2024-08-07 22:29:40,,28.0,,0,,0,,0
2024-08-07 22:29:50,,28.0,,0,,0,,0
2024-08-07 22:30:00,,28.0,,0,,0,,0
2024-08-07 22:30:10,,28.0,,0,,0,,0
2024-08-07 22:30:20,,28.0,,0,,0,,0
2024-08-07 22:30:30,,28.0,,0,,0,,0
2024-08-07 22:30:40,,28.6,,0,,0,,0
2024-08-07 22:30:50,,28.6,,0,,0,,0
2024-08-07 22:31:00,,28.6,,0,,0,,0
2024-08-07 22:31:10,,31.2,,0,,0,,0
2024-08-07 22:31:20,,31.2,,0,,0,,0
2024-08-07 22:31:30,,31.2,,0,,0,,0
2024-08-07 22:31:40,,32.4,,0,,0,,0
2024-08-07 22:31:50,,32.4,,0,,0,,0
2024-08-07 22:32:00,,32.4,,0,,0,,0
2024-08-07 22:32:10,,31.1,,0,,0,,0
2024-08-07 22:32:20,,31.1,,0,,0,,0
2024-08-07 22:32:30,,31.1,,0,,0,,0
2024-08-07 22:32:40,,29.9,,0,,0,,0
2024-08-07 22:32:50,,29.9,,0,,0,,0
2024-08-07 22:33:00,,29.9,,0,,0,,0
2024-08-07 22:33:10,,30.5,,0,,0,,0
2024-08-07 22:33:20,,30.5,,0,,0,,0
2024-08-07 22:33:30,,30.5,,0,,0,,0
2024-08-07 22:33:40,,30.2,,0,,0,,0
2024-08-07 22:33:50,,30.2,,0,,0,,0
2024-08-07 22:34:00,,30.2,,0,,0,,0
2024-08-07 22:34:10,,29.9,,0,,0,,0
2024-08-07 22:34:20,,29.9,,0,,0,,0
2024-08-07 22:34:30,,29.9,,0,,0,,0
2024-08-07 22:34:40,,29.7,,0,,0,,0
2024-08-07 22:34:50,,29.7,,0,,0,,0
2024-08-07 22:35:00,,29.7,,0,,0,,0
2024-08-07 22:35:10,,29.2,,0,,0,,0
2024-08-07 22:35:20,,29.2,,0,,0,,0
2024-08-07 22:35:30,,29.2,,0,,0,,0
2024-08-07 22:35:40,,31.6,,0,,0,,0
2024-08-07 22:35:50,,31.6,,0,,0,,0
2024-08-07 22:36:00,,31.6,,0,,0,,0
2024-08-07 22:36:10,,31.2,,0,,0,,0
2024-08-07 22:36:20,,31.2,,0,,0,,0
2024-08-07 22:36:30,,31.2,,0,,0,,0
2024-08-07 22:36:40,,25.0,,0,,0,,0
2024-08-07 22:36:50,,25.0,,0,,0,,0
2024-08-07 22:37:00,,25.0,,0,,0,,0
2024-08-07 22:37:10,,0.192,,0,,0,,0
2024-08-07 22:37:20,,0.192,,0,,0,,0
2024-08-07 22:37:30,,0.192,,0,,0,,0
2024-08-07 22:37:40,,0.187,,0,,0,,0
2024-08-07 22:37:50,,0.187,,0,,0,,0
2024-08-07 22:38:00,,0.187,,0,,0,,0
2024-08-07 22:38:10,,0.236,,0,,0,,0
2024-08-07 22:38:20,,0.236,,0,,0,,0
2024-08-07 22:38:30,,0.236,,0,,0,,0
2024-08-07 22:38:40,,0.232,,0,,0,,0
2024-08-07 22:38:50,,0.232,,0,,0,,0
2024-08-07 22:39:00,,0.232,,0,,0,,0
2024-08-07 22:39:10,,0.216,,0,,0,,0
2024-08-07 22:39:20,,0.216,,0,,0,,0
2024-08-07 22:39:30,,0.216,,0,,0,,0
2024-08-07 22:39:40,,5.19,,0,,0,,0
2024-08-07 22:39:50,,5.19,,0,,0,,0
2024-08-07 22:40:00,,5.19,,0,,0,,0
2024-08-07 22:40:10,,27.3,,0,,0,,0
2024-08-07 22:40:20,,27.3,,0,,0,,0
2024-08-07 22:40:30,,27.3,,0,,0,,0
2024-08-07 22:40:40,,27.7,,0,,0,,0
2024-08-07 22:40:50,,27.7,,0,,0,,0
2024-08-07 22:41:00,,27.7,,0,,0,,0
2024-08-07 22:41:10,,29.8,,0,,0,,0
2024-08-07 22:41:20,,29.8,,0,,0,,0
2024-08-07 22:41:30,,29.8,,0,,0,,0
2024-08-07 22:41:40,,28.6,,0,,0,,0
2024-08-07 22:41:50,,28.6,,0,,0,,0
2024-08-07 22:42:00,,28.6,,0,,0,,0
2024-08-07 22:42:10,,30.5,,0,,0,,0
2024-08-07 22:42:20,,30.5,,0,,0,,0
2024-08-07 22:42:30,,30.5,,0,,0,,0
2024-08-07 22:42:40,,30.5,,0,,0,,0
2024-08-07 22:42:50,,30.5,,0,,0,,0
2024-08-07 22:43:00,,30.5,,0,,0,,0
2024-08-07 22:43:10,,29.9,,0,,0,,0
2024-08-07 22:43:20,,29.9,,0,,0,,0
2024-08-07 22:43:30,,29.9,,0,,0,,0
2024-08-07 22:43:40,,29.9,,0,,0,,0
2024-08-07 22:43:50,,29.9,,0,,0,,0
2024-08-07 22:44:00,,29.9,,0,,0,,0
2024-08-07 22:44:10,,28.7,,0,,0,,0
2024-08-07 22:44:20,,28.7,,0,,0,,0
2024-08-07 22:44:30,,28.7,,0,,0,,0
2024-08-07 22:44:40,,29.2,,0,,0,,0
2024-08-07 22:44:50,,29.2,,0,,0,,0
2024-08-07 22:45:00,,29.2,,0,,0,,0
2024-08-07 22:45:10,,28.9,,0,,0,,0
2024-08-07 22:45:20,,28.9,,0,,0,,0
2024-08-07 22:45:30,,28.9,,0,,0,,0
2024-08-07 22:45:40,,30.0,,0,,0,,0
2024-08-07 22:45:50,,30.0,,0,,0,,0
2024-08-07 22:46:00,,30.0,,0,,0,,0
2024-08-07 22:46:10,,31.4,,0,,0,,0
2024-08-07 22:46:20,,31.4,,0,,0,,0
2024-08-07 22:46:30,,31.4,,0,,0,,0
2024-08-07 22:46:40,,31.1,,0,,0,,0
2024-08-07 22:46:50,,31.1,,0,,0,,0
2024-08-07 22:47:00,,31.1,,0,,0,,0
2024-08-07 22:47:10,,30.5,,0,,0,,0
2024-08-07 22:47:20,,30.5,,0,,0,,0
2024-08-07 22:47:30,,30.5,,0,,0,,0
2024-08-07 22:47:40,,30.8,,0,,0,,0
2024-08-07 22:47:50,,30.8,,0,,0,,0
2024-08-07 22:48:00,,30.8,,0,,0,,0
2024-08-07 22:48:10,,30.1,,0,,0,,0
2024-08-07 22:48:20,,30.1,,0,,0,,0
2024-08-07 22:48:30,,30.1,,0,,0,,0
2024-08-07 22:48:40,,29.9,,0,,0,,0
2024-08-07 22:48:50,,29.9,,0,,0,,0
2024-08-07 22:49:00,,29.9,,0,,0,,0
2024-08-07 22:49:10,,29.6,,0,,0,,0
2024-08-07 22:49:20,,29.6,,0,,0,,0
2024-08-07 22:49:30,,29.6,,0,,0,,0
2024-08-07 22:49:40,,26.1,,0,,0,,0
2024-08-07 22:49:50,,26.1,,0,,0,,0
2024-08-07 22:50:00,,26.1,,0,,0,,0
2024-08-07 22:50:10,,0.187,,0,,0,,0
2024-08-07 22:50:20,,0.187,,0,,0,,0
2024-08-07 22:50:30,,0.187,,0,,0,,0
2024-08-07 22:50:40,,0.210,,0,,0,,0
2024-08-07 22:50:50,,0.210,,0,,0,,0
2024-08-07 22:51:00,,0.210,,0,,0,,0
2024-08-07 22:51:10,,0.167,,0,,0,,0
2024-08-07 22:51:20,,0.167,,0,,0,,0
2024-08-07 22:51:30,,0.167,,0,,0,,0
2024-08-07 22:51:40,,0.150,,0,,0,,0
2024-08-07 22:51:50,,0.150,,0,,0,,0
2024-08-07 22:52:00,,0.150,,0,,0,,0
2024-08-07 22:52:10,,0.116,,0,,0,,0
2024-08-07 22:52:20,,0.116,,0,,0,,0
2024-08-07 22:52:30,,0.116,,0,,0,,0
2024-08-07 22:52:40,,0.104,,0,,0,,0
2024-08-07 22:52:50,,0.104,,0,,0,,0
2024-08-07 22:53:00,,0.104,,0,,0,,0
2024-08-07 22:53:10,,0.0208,,0,,0,,0
2024-08-07 22:53:20,,0.0208,,0,,0,,0
2024-08-07 22:53:30,,0.0208,,0,,0,,0
2024-08-07 22:53:40,,0.0935,,0,,0,,0
2024-08-07 22:53:50,,0.0935,,0,,0,,0
2024-08-07 22:54:00,,0.0935,,0,,0,,0
2024-08-07 22:54:10,,0.128,,0,,0,,0
2024-08-07 22:54:20,,0.128,,0,,0,,0
2024-08-07 22:54:30,,0.128,,0,,0,,0
2024-08-07 22:54:40,,0.0833,,0,,0,,0
2024-08-07 22:54:50,,0.0833,,0,,0,,0
2024-08-07 22:55:00,,0.0833,,0,,0,,0
2024-08-07 22:55:10,,0.0637,,0,,0,,0
2024-08-07 22:55:20,,0.0637,,0,,0,,0
2024-08-07 22:55:30,,0.0637,,0,,0,,0
2024-08-07 22:55:40,,0.0743,,0,,0,,0
2024-08-07 22:55:50,,0.0743,,0,,0,,0
2024-08-07 22:56:00,,0.0743,,0,,0,,0
2024-08-07 22:56:10,,0,,0,,0,,0
2024-08-07 22:56:20,,0,,0,,0,,0
2024-08-07 22:56:30,,0,,0,,0,,0
2024-08-07 22:56:40,,0.108,,0,,0,,0
2024-08-07 22:56:50,,0.108,,0,,0,,0
2024-08-07 22:57:00,,0.108,,0,,0,,0
2024-08-07 22:57:10,,0.115,,0,,0,,0
2024-08-07 22:57:20,,0.115,,0,,0,,0
2024-08-07 22:57:30,,0.115,,0,,0,,0
2024-08-07 22:57:40,,0.185,,0,,0,,0
2024-08-07 22:57:50,,0.185,,0,,0,,0
2024-08-07 22:58:00,,0.185,,0,,0,,0
2024-08-07 22:58:10,,0.209,,0,,0,,0
2024-08-07 22:58:20,,0.209,,0,,0,,0
2024-08-07 22:58:30,,0.209,,0,,0,,0
2024-08-07 22:58:40,,0.0776,,0,,0,,0
2024-08-07 22:58:50,,0.0776,,0,,0,,0
2024-08-07 22:59:00,,0.0776,,0,,0,,0
2024-08-07 22:59:10,,0.155,,0,,0,,0
2024-08-07 22:59:20,,0.155,,0,,0,,0
2024-08-07 22:59:30,,0.155,,0,,0,,0
2024-08-07 22:59:40,,0.0929,,0,,0,,0
2024-08-07 22:59:50,,0.0929,,0,,0,,0
2024-08-07 23:00:00,,0.0929,,0,,0,,0
2024-08-07 23:00:10,,0.139,,0,,0,,0
2024-08-07 23:00:20,,0.139,,0,,0,,0
2024-08-07 23:00:30,,0.139,,0,,0,,0
2024-08-07 23:00:40,,0.163,,0,,0,,0
2024-08-07 23:00:50,,0.163,,0,,0,,0
2024-08-07 23:01:00,,0.163,,0,,0,,0
2024-08-07 23:01:10,,0.162,,0,,0,,0
2024-08-07 23:01:20,,0.162,,0,,0,,0
2024-08-07 23:01:30,,0.162,,0,,0,,0
2024-08-07 23:01:40,,0.190,,0,,0,,0
2024-08-07 23:01:50,,0.190,,0,,0,,0
2024-08-07 23:02:00,,0.190,,0,,0,,0
2024-08-07 23:02:10,,0.175,,0,,0,,0
2024-08-07 23:02:20,,0.175,,0,,0,,0
2024-08-07 23:02:30,,0.175,,0,,0,,0
2024-08-07 23:02:40,,0.0893,,0,,0,,0
2024-08-07 23:02:50,,0.0893,,0,,0,,0
2024-08-07 23:03:00,,0.0893,,0,,0,,0
2024-08-07 23:03:10,,0.150,,0,,0,,0
2024-08-07 23:03:20,,0.150,,0,,0,,0
2024-08-07 23:03:30,,0.150,,0,,0,,0
2024-08-07 23:03:40,,0.0404,,0,,0,,0
2024-08-07 23:03:50,,0.0404,,0,,0,,0
2024-08-07 23:04:00,,0.0404,,0,,0,,0
2024-08-07 23:04:10,,0.119,,0,,0,,0
2024-08-07 23:04:20,,0.119,,0,,0,,0
2024-08-07 23:04:30,,0.119,,0,,0,,0
2024-08-07 23:04:40,,0.0987,,0,,0,,0
2024-08-07 23:04:50,,0.0987,,0,,0,,0
2024-08-07 23:05:00,,0.0987,,0,,0,,0
2024-08-07 23:05:10,,0.162,,0,,0,,0
2024-08-07 23:05:20,,0.162,,0,,0,,0
2024-08-07 23:05:30,,0.162,,0,,0,,0
2024-08-07 23:05:40,,0.136,,0,,0,,0
2024-08-07 23:05:50,,0.136,,0,,0,,0
2024-08-07 23:06:00,,0.136,,0,,0,,0
2024-08-07 23:06:10,,0.165,,0,,0,,0
2024-08-07 23:06:20,,0.165,,0,,0,,0
2024-08-07 23:06:30,,0.165,,0,,0,,0
2024-08-07 23:06:40,,0.166,,0,,0,,0
2024-08-07 23:06:50,,0.166,,0,,0,,0
2024-08-07 23:07:00,,0.166,,0,,0,,0
2024-08-07 23:07:10,,0.162,,0,,0,,0
2024-08-07 23:07:20,,0.162,,0,,0,,0
2024-08-07 23:07:30,,0.162,,0,,0,,0
2024-08-07 23:07:40,,0.171,,0,,0,,0
2024-08-07 23:07:50,,0.171,,0,,0,,0
2024-08-07 23:08:00,,0.171,,0,,0,,0
2024-08-07 23:08:10,,0.183,,0,,0,,0
2024-08-07 23:08:20,,0.183,,0,,0,,0
2024-08-07 23:08:30,,0.183,,0,,0,,0
2024-08-07 23:08:40,,0.173,,0,,0,,0
2024-08-07 23:08:50,,0.173,,0,,0,,0
2024-08-07 23:09:00,,0.173,,0,,0,,0
2024-08-07 23:09:10,,0.181,,0,,0,,0
2024-08-07 23:09:20,,0.181,,0,,0,,0
2024-08-07 23:09:30,,0.181,,0,,0,,0
2024-08-07 23:09:40,,0.180,,0,,0,,0
2024-08-07 23:09:50,,0.180,,0,,0,,0
2024-08-07 23:10:00,,0.180,,0,,0,,0
2024-08-07 23:10:10,,0.195,,0,,0,,0
2024-08-07 23:10:20,,0.195,,0,,0,,0
2024-08-07 23:10:30,,0.195,,0,,0,,0
2024-08-07 23:10:40,,0.183,,0,,0,,0
2024-08-07 23:10:50,,0.183,,0,,0,,0
2024-08-07 23:11:00,,0.183,,0,,0,,0
2024-08-07 23:11:10,,0.172,,0,,0,,0
2024-08-07 23:11:20,,0.172,,0,,0,,0
2024-08-07 23:11:30,,0.172,,0,,0,,0
2024-08-07 23:11:40,,0.100,,0,,0,,0
2024-08-07 23:11:50,,0.100,,0,,0,,0
2024-08-07 23:12:00,,0.100,,0,,0,,0
2024-08-07 23:12:10,,0,,0,,0,,0
2024-08-07 23:12:20,,0,,0,,0,,0
2024-08-07 23:12:30,,0,,0,,0,,0
2024-08-07 23:12:40,,0.0849,,0,,0,,0
2024-08-07 23:12:50,,0.0849,,0,,0,,0
2024-08-07 23:13:00,,0.0849,,0,,0,,0
2024-08-07 23:13:10,,0.0955,,0,,0,,0
2024-08-07 23:13:20,,0.0955,,0,,0,,0
2024-08-07 23:13:30,,0.0955,,0,,0,,0
2024-08-07 23:13:40,,0.0757,,0,,0,,0
2024-08-07 23:13:50,,0.0757,,0,,0,,0
2024-08-07 23:14:00,,0.0757,,0,,0,,0
2024-08-07 23:14:10,,0.190,,0,,0,,0
2024-08-07 23:14:20,,0.190,,0,,0,,0
2024-08-07 23:14:30,,0.190,,0,,0,,0
2024-08-07 23:14:40,,0.182,,0,,0,,0
2024-08-07 23:14:50,,0.182,,0,,0,,0
2024-08-07 23:15:00,,0.182,,0,,0,,0
2024-08-07 23:15:10,,0.192,,0,,0,,0
2024-08-07 23:15:20,,0.192,,0,,0,,0
2024-08-07 23:15:30,,0.192,,0,,0,,0
2024-08-07 23:15:40,,0.175,,0,,0,,0
2024-08-07 23:15:50,,0.175,,0,,0,,0
2024-08-07 23:16:00,,0.175,,0,,0,,0
2024-08-07 23:16:10,,0.174,,0,,0,,0
2024-08-07 23:16:20,,0.174,,0,,0,,0
2024-08-07 23:16:30,,0.174,,0,,0,,0
2024-08-07 23:16:40,,0.174,,0,,0,,0
2024-08-07 23:16:50,,0.174,,0,,0,,0
2024-08-07 23:17:00,,0.174,,0,,0,,0
2024-08-07 23:17:10,,0.134,,0,,0,,0
2024-08-07 23:17:20,,0.134,,0,,0,,0
2024-08-07 23:17:30,,0.134,,0,,0,,0
2024-08-07 23:17:40,,0.165,,0,,0,,0
2024-08-07 23:17:50,,0.165,,0,,0,,0
2024-08-07 23:18:00,,0.165,,0,,0,,0
2024-08-07 23:18:10,,0.189,,0,,0,,0
2024-08-07 23:18:20,,0.189,,0,,0,,0
2024-08-07 23:18:30,,0.189,,0,,0,,0
2024-08-07 23:18:40,,0.180,,0,,0,,0
